Price,Close,High,Low,Open,Volume
Ticker,NDX,NDX,NDX,NDX,NDX
Date,,,,,
2022-03-18,14420.080078125,14420.080078125,14420.080078125,14420.080078125,0
2022-03-21,14376.08984375,14376.08984375,14376.08984375,14376.08984375,0
2022-03-22,14654.330078125,14654.330078125,14654.330078125,14654.330078125,0
2022-03-23,14447.5498046875,14447.5498046875,14447.5498046875,14447.5498046875,0
2022-03-24,14765.6904296875,14765.6904296875,14765.6904296875,14765.6904296875,0
2022-03-25,14754.3095703125,14754.3095703125,14754.3095703125,14754.3095703125,0
2022-03-28,14987.400390625,14987.400390625,14987.400390625,14987.400390625,0
2022-03-29,15239.3203125,15239.3203125,15239.3203125,15239.3203125,0
2022-03-30,15071.5498046875,15071.5498046875,15071.5498046875,15071.5498046875,0
2022-03-31,14838.490234375,14838.490234375,14838.490234375,14838.490234375,0
2022-04-01,14861.2099609375,14861.2099609375,14861.2099609375,14861.2099609375,0
2022-04-04,15159.580078125,15159.580078125,15159.580078125,15159.580078125,0
2022-04-05,14820.6396484375,14820.6396484375,14820.6396484375,14820.6396484375,0
2022-04-06,14498.8798828125,14498.8798828125,14498.8798828125,14498.8798828125,0
2022-04-07,14531.8095703125,14531.8095703125,14531.8095703125,14531.8095703125,0
2022-04-08,14327.259765625,14327.259765625,14327.259765625,14327.259765625,0
2022-04-11,13990.2099609375,13990.2099609375,13990.2099609375,13990.2099609375,0
2022-04-12,13940.240234375,13940.240234375,13940.240234375,13940.240234375,0
2022-04-13,14217.2900390625,14217.2900390625,14217.2900390625,14217.2900390625,0
2022-04-14,13893.2099609375,13893.2099609375,13893.2099609375,13893.2099609375,0
2022-04-18,13910.759765625,13910.759765625,13910.759765625,13910.759765625,0
2022-04-19,14210.259765625,14210.259765625,14210.259765625,14210.259765625,0
2022-04-20,13998.5302734375,13998.5302734375,13998.5302734375,13998.5302734375,0
2022-04-21,13720.4501953125,13720.4501953125,13720.4501953125,13720.4501953125,0
2022-04-22,13356.8701171875,13356.8701171875,13356.8701171875,13356.8701171875,0
2022-04-25,13533.2197265625,13533.2197265625,13533.2197265625,13533.2197265625,0
2022-04-26,13009.7099609375,13009.7099609375,13009.7099609375,13009.7099609375,0
2022-04-27,13003.3603515625,13003.3603515625,13003.3603515625,13003.3603515625,0
2022-04-28,13456.0595703125,13456.0595703125,13456.0595703125,13456.0595703125,0
2022-04-29,12854.7998046875,12854.7998046875,12854.7998046875,12854.7998046875,0
2022-05-02,13075.849609375,13075.849609375,13075.849609375,13075.849609375,0
2022-05-03,13089.900390625,13089.900390625,13089.900390625,13089.900390625,0
2022-05-04,13535.7099609375,13535.7099609375,13535.7099609375,13535.7099609375,0
2022-05-05,12850.5498046875,12850.5498046875,12850.5498046875,12850.5498046875,0
2022-05-06,12693.5302734375,12693.5302734375,12693.5302734375,12693.5302734375,0
2022-05-09,12187.7197265625,12187.7197265625,12187.7197265625,12187.7197265625,0
2022-05-10,12345.8603515625,12345.8603515625,12345.8603515625,12345.8603515625,0
2022-05-12,11945.5,11945.5,11945.5,11945.5,0
2022-05-16,12243.580078125,12243.580078125,12243.580078125,12243.580078125,0
2022-05-17,12564.099609375,12564.099609375,12564.099609375,12564.099609375,0
2022-05-18,11928.3095703125,11928.3095703125,11928.3095703125,11928.3095703125,0
2022-05-19,11875.6298828125,11875.6298828125,11875.6298828125,11875.6298828125,0
2022-05-20,11835.6201171875,11835.6201171875,11835.6201171875,11835.6201171875,0
2022-05-23,12034.2802734375,12034.2802734375,12034.2802734375,12034.2802734375,0
2022-05-24,11769.83984375,11769.83984375,11769.83984375,11769.83984375,0
2022-05-25,11943.9296875,11943.9296875,11943.9296875,11943.9296875,0
2022-05-26,12276.7900390625,12276.7900390625,12276.7900390625,12276.7900390625,0
2022-05-27,12681.419921875,12681.419921875,12681.419921875,12681.419921875,0
2022-05-31,12642.099609375,12642.099609375,12642.099609375,12642.099609375,0
2022-06-01,12548.3603515625,12548.3603515625,12548.3603515625,12548.3603515625,0
2022-06-02,12892.8896484375,12892.8896484375,12892.8896484375,12892.8896484375,0
2022-06-03,12548.0302734375,12548.0302734375,12548.0302734375,12548.0302734375,0
2022-06-06,12599.6298828125,12599.6298828125,12599.6298828125,12599.6298828125,0
2022-06-07,12711.6796875,12711.6796875,12711.6796875,12711.6796875,0
2022-06-08,12615.1298828125,12615.1298828125,12615.1298828125,12615.1298828125,0
2022-06-09,12269.7802734375,12269.7802734375,12269.7802734375,12269.7802734375,0
2022-06-13,11288.3203125,11288.3203125,11288.3203125,11288.3203125,0
2022-06-14,11311.6904296875,11311.6904296875,11311.6904296875,11311.6904296875,0
2022-06-15,11593.76953125,11593.76953125,11593.76953125,11593.76953125,0
2022-06-16,11127.5703125,11127.5703125,11127.5703125,11127.5703125,0
2022-06-17,11265.990234375,11265.990234375,11265.990234375,11265.990234375,0
2022-06-21,11546.759765625,11546.759765625,11546.759765625,11546.759765625,0
2022-06-22,11527.7099609375,11527.7099609375,11527.7099609375,11527.7099609375,0
2022-06-23,11697.6796875,11697.6796875,11697.6796875,11697.6796875,0
2022-06-27,12008.240234375,12008.240234375,12008.240234375,12008.240234375,0
2022-06-28,11637.76953125,11637.76953125,11637.76953125,11637.76953125,0
2022-06-29,11658.259765625,11658.259765625,11658.259765625,11658.259765625,0
2022-06-30,11503.7197265625,11503.7197265625,11503.7197265625,11503.7197265625,0
2022-07-05,11779.900390625,11779.900390625,11779.900390625,11779.900390625,0
2022-07-06,11852.58984375,11852.58984375,11852.58984375,11852.58984375,0
2022-07-07,12109.0498046875,12109.0498046875,12109.0498046875,12109.0498046875,0
2022-07-08,12125.6904296875,12125.6904296875,12125.6904296875,12125.6904296875,0
2022-07-11,11860.2802734375,11860.2802734375,11860.2802734375,11860.2802734375,0
2022-07-12,11744.990234375,11744.990234375,11744.990234375,11744.990234375,0
2022-07-13,11728.5302734375,11728.5302734375,11728.5302734375,11728.5302734375,0
2022-07-14,11768.400390625,11768.400390625,11768.400390625,11768.400390625,0
2022-07-15,11983.6201171875,11983.6201171875,11983.6201171875,11983.6201171875,0
2022-07-18,11877.5,11877.5,11877.5,11877.5,0
2022-07-19,12249.419921875,12249.419921875,12249.419921875,12249.419921875,0
2022-07-20,12439.6796875,12439.6796875,12439.6796875,12439.6796875,0
2022-07-21,12619.41015625,12619.41015625,12619.41015625,12619.41015625,0
2022-07-22,12396.4697265625,12396.4697265625,12396.4697265625,12396.4697265625,0
2022-07-25,12328.41015625,12328.41015625,12328.41015625,12328.41015625,0
2022-07-26,12086.900390625,12086.900390625,12086.900390625,12086.900390625,0
2022-07-27,12601.4697265625,12601.4697265625,12601.4697265625,12601.4697265625,0
2022-07-28,12717.8701171875,12717.8701171875,12717.8701171875,12717.8701171875,0
2022-07-29,12947.9697265625,12947.9697265625,12947.9697265625,12947.9697265625,0
2022-08-01,12940.7802734375,12940.7802734375,12940.7802734375,12940.7802734375,0
2022-08-02,12901.599609375,12901.599609375,12901.599609375,12901.599609375,0
2022-08-03,13253.259765625,13253.259765625,13253.259765625,13253.259765625,0
2022-08-04,13311.0400390625,13311.0400390625,13311.0400390625,13311.0400390625,0
2022-08-05,13207.6904296875,13207.6904296875,13207.6904296875,13207.6904296875,0
2022-08-08,13159.16015625,13159.16015625,13159.16015625,13159.16015625,0
2022-08-09,13008.169921875,13008.169921875,13008.169921875,13008.169921875,0
2022-08-10,13378.3203125,13378.3203125,13378.3203125,13378.3203125,0
2022-08-11,13291.990234375,13291.990234375,13291.990234375,13291.990234375,0
2022-08-12,13565.8701171875,13565.8701171875,13565.8701171875,13565.8701171875,0
2022-08-15,13667.1796875,13667.1796875,13667.1796875,13667.1796875,0
2022-08-16,13635.2099609375,13635.2099609375,13635.2099609375,13635.2099609375,0
2022-08-17,13470.8603515625,13470.8603515625,13470.8603515625,13470.8603515625,0
2022-08-18,13505.990234375,13505.990234375,13505.990234375,13505.990234375,0
2022-08-19,13242.900390625,13242.900390625,13242.900390625,13242.900390625,0
2022-08-22,12890.5400390625,12890.5400390625,12890.5400390625,12890.5400390625,0
2022-08-23,12881.7900390625,12881.7900390625,12881.7900390625,12881.7900390625,0
2022-08-25,13143.580078125,13143.580078125,13143.580078125,13143.580078125,0
2022-08-29,12484.3203125,12484.3203125,12484.3203125,12484.3203125,0
2022-08-30,12342.7001953125,12342.7001953125,12342.7001953125,12342.7001953125,0
2022-08-31,12272.0302734375,12272.0302734375,12272.0302734375,12272.0302734375,0
2022-09-01,12274.6201171875,12274.6201171875,12274.6201171875,12274.6201171875,0
2022-09-02,12098.4404296875,12098.4404296875,12098.4404296875,12098.4404296875,0
2022-09-06,12011.3095703125,12011.3095703125,12011.3095703125,12011.3095703125,0
2022-09-07,12259.3896484375,12259.3896484375,12259.3896484375,12259.3896484375,0
2022-09-08,12321.1904296875,12321.1904296875,12321.1904296875,12321.1904296875,0
2022-09-09,12588.2900390625,12588.2900390625,12588.2900390625,12588.2900390625,0
2022-09-12,12739.7197265625,12739.7197265625,12739.7197265625,12739.7197265625,0
2022-09-13,12033.6201171875,12033.6201171875,12033.6201171875,12033.6201171875,0
2022-09-14,12134.400390625,12134.400390625,12134.400390625,12134.400390625,0
2022-09-15,11927.490234375,11927.490234375,11927.490234375,11927.490234375,0
2022-09-16,11861.3798828125,11861.3798828125,11861.3798828125,11861.3798828125,0
2022-09-19,11953.26953125,11953.26953125,11953.26953125,11953.26953125,0
2022-09-20,11851.5400390625,11851.5400390625,11851.5400390625,11851.5400390625,0
2022-09-21,11637.7900390625,11637.7900390625,11637.7900390625,11637.7900390625,0
2022-09-22,11501.650390625,11501.650390625,11501.650390625,11501.650390625,0
2022-09-23,11311.240234375,11311.240234375,11311.240234375,11311.240234375,0
2022-09-26,11254.1103515625,11254.1103515625,11254.1103515625,11254.1103515625,0
2022-09-27,11271.75,11271.75,11271.75,11271.75,0
2022-09-28,11493.830078125,11493.830078125,11493.830078125,11493.830078125,0
2022-09-29,11164.7802734375,11164.7802734375,11164.7802734375,11164.7802734375,0
